"job_id","job_title","company_name","job_location","job_schedule_type","salary_year_avg","job_posted_date","job_work_from_home"
54925,"Data Analytics Engineer - DBT / DW Modeling","Cover Genius","Mumbai, Maharashtra, India","Full-time","147500.0","2023-06-30",""
417018,"Senior Data Engineer","Verisk","Mumbai, Maharashtra, India","Full-time","147500.0","2023-03-22",""
1391712,"Sr Principal Data Engineer","OneTrust","Bengaluru, Karnataka, India","Full-time","147500.0","2023-08-29",""
679127,"Data Engineer","BitGo","Bengaluru, Karnataka, India","Full-time","147500.0","2023-03-22",""
1087783,"Sr. Customer Success Engineer ( Big Data, Spark, Cloud, Data...","Databricks","Bengaluru, Karnataka, India","Full-time","147500.0","2023-02-27",""
552481,"Analytics Engineering Manager","Deliveroo","Hyderabad, Telangana, India","Full-time","147500.0","2023-03-13",""
775759,"Senior Data Engineer","Atlassian","Bengaluru, Karnataka, India","Full-time","147500.0","2023-05-04",""
165412,"Data Engineer - Bangalore","C3.ai","Bengaluru, Karnataka, India","Full-time","147500.0","2023-03-27",""
246532,"Data Engineer/ML","Tookitaki","India","Full-time","147500.0","2023-01-09",""
1102216,"Engineer (Data Engineer)","NielsenIQ","Pune, Maharashtra, India","Full-time","147500.0","2023-03-11",""
1450214,"Senior Engineer (Data Engineer)","NielsenIQ","Pune, Maharashtra, India","Full-time","147500.0","2023-02-22",""
1508316,"Data Engineer - Python","NielsenIQ","Pune, Maharashtra, India","Full-time","147500.0","2023-01-22",""
1194400,"Senior Data Engineer","Visa","Bengaluru, Karnataka, India","Full-time","147500.0","2023-03-15",""
1193577,"Data Engineer - GCP, snowflakes, ETL","NECSWS","Mumbai, Maharashtra, India","Full-time","147500.0","2023-04-05",""
496407,"Data Engineer EAC2 2023","Bosch Group","Coimbatore, Tamil Nadu, India","Full-time","147500.0","2023-04-13",""
466761,"Sr. Portfolio Data Engineer","Addepar","Pune, Maharashtra, India","Full-time","147500.0","2023-08-30",""
164591,"Manager, Data Engineering","Visa","Bengaluru, Karnataka, India","Full-time","147500.0","2023-02-19",""
234174,"Senior Data Engineer - Python, Spark, AWS, Airflow","NECSWS","Bengaluru, Karnataka, India","Full-time","147500.0","2023-07-13",""
468212,"Senior Data Engineer - Analytics","ASAPP","Bengaluru, Karnataka, India","Full-time","147500.0","2023-03-03",""
484723,"Data Engineer - Sr.Software Engineer - Automation & Technology...","dentsu international","Thane, Maharashtra, India","Full-time","147500.0","2023-06-20",""
1441500,"Senior Manager: Data Engineering","Visa","Bengaluru, Karnataka, India","Full-time","147500.0","2023-01-05",""
264778,"Engineer (Data Engineer)","NielsenIQ","Pune, Maharashtra, India","Full-time","147500.0","2023-02-17",""
56730,"Data Engineer 2","Publicis Groupe","Bengaluru, Karnataka, India","Full-time","147500.0","2023-02-11",""
756981,"Senior Data Engineer (ETL/Power BI/SQL)","Visa","Bengaluru, Karnataka, India","Full-time","147500.0","2023-02-07",""
1244562,"Data Engineer","Gemini","Gurugram, Haryana, India","Full-time","147500.0","2023-06-16",""
1063453,"Senior Data Engineer, Data Engineering","Atlassian","Bengaluru, Karnataka, India","Full-time","147500.0","2023-06-09",""
917322,"Data Engineer - Assistant Manager","Philips","India","Full-time","146384.5","2023-11-07",""
1058622,"Associate, Data Engineer","Micron Technology","India","Full-time","146000.0","2023-12-14",""
94295,"Data Engineer","Shell","India","Full-time","146000.0","2023-11-23",""
1165347,"Data Science Manager","Commonwealth Bank","India","Full-time","145000.0","2023-12-18",""
700089,"Sr Business Intelligence Analyst","Gartner","India","Full-time","142025.0","2023-11-02",""
245977,"Software Engineer (Backend)","Metabase","Bhopal, Madhya Pradesh, India","Full-time","140000.0","2023-09-10",""
172268,"BI Engineering Manager (Analytics Engineering)","Deliveroo","India","Full-time","139216.0","2023-09-05",""
426164,"Tech Prof-Data Science, Assoc","Halliburton","India","Full-time","139000.0","2023-12-21",""
108157,"Lead - Data Engineer","GoTo Group","Hyderabad, Telangana, India","Full-time","134241.0","2023-07-26",""
922223,"Data Engineer","Databricks","Bengaluru, Karnataka, India","Full-time","134241.0","2023-06-01",""
1586883,"Data Engineer","BitGo","Bengaluru, Karnataka, India","Full-time","134241.0","2023-07-05",""
704346,"Data Engineer","66degrees","Mysuru, Karnataka, India","Full-time","134241.0","2023-06-28",""
1071629,"Associate Director, Data Product Manager","Bristol Myers Squibb","India","Full-time","132500.0","2023-12-16",""
51450,"Data Scientist","Tesco Bengaluru","Bengaluru, Karnataka, India","Full-time","132500.0","2023-08-07",""
319058,"Lead Data Engineer","Visa","Bengaluru, Karnataka, India","Full-time","131580.0","2023-01-20",""
566622,"Lead Data Engineer","Vialto Partners","Hyderabad, Telangana, India","Full-time","131580.0","2023-07-20",""
1037234,"Lead Data Engineer","Visa","Bengaluru, Karnataka, India","Full-time","131580.0","2023-04-04",""
205177,"Lead Data Engineer","LCIPL","Mysuru, Karnataka, India","Full-time","131580.0","2023-06-29",""
68832,"Senior ML Engineer","Entropik Technologies","Bengaluru, Karnataka, India","Full-time","128682.0","2023-03-22",""
254529,"Senior Data Science Consultant","TE Connectivity","India","Full-time","126550.0","2023-12-23",""
1779787,"Senior Member Technical- MSBI Developer- Bangalore- Hybrid","Broadridge","India","Full-time","123000.0","2023-11-21",""
106601,"Data Scientist","PayPal","India","Full-time","121064.0","2023-11-23",""
333839,"Data Engineer (Python) - Territory Innovation","Gartner","India","Full-time","121000.0","2023-12-28",""
1518650,"Data Engineer- AWS","Gartner","India","Full-time","120000.0","2023-12-23",""
86740,"Data Engineer","FactSet","India","Full-time","120000.0","2023-11-02",""
1247324,"Success Engineer","Metabase","Anywhere","Full-time","120000.0","2023-10-16",1
984220,"Manager - Data Engineering","Marsh McLennan","India","Full-time","120000.0","2023-12-16",""
199825,"Data Engineer | 4 to 9 Years | Bangalore & Pune","Capgemini","India","Full-time","120000.0","2023-12-20",""
129328,"Data engineer - Azure","Gartner","India","Full-time","120000.0","2023-12-23",""
465445,"Senior Data Analyst","HARMAN International","India","Full-time","119250.0","2023-11-24",""
325402,"Senior Business & Data Analyst","Deutsche Bank","India","Full-time","119250.0","2023-11-21",""
1628043,"Senior Data Analyst, SAP BODS/IS","HARMAN International","India","Full-time","118640.0","2023-11-02",""
908967,"Sr. Enterprise Data Analyst","ACA Group","India","Full-time","118140.0","2023-12-21",""
180626,"Lead Data Scientist","Boeing","Bengaluru, Karnataka, India","Full-time","114516.0","2023-12-12",""
287149,"Manager - Applied Data Scientist","Tesco Bengaluru","Bengaluru, Karnataka, India","Full-time","113500.0","2023-06-15",""
1519378,"Applied Data Scientist - Ex Machina","C3.ai","Bengaluru, Karnataka, India","Full-time","113500.0","2023-04-06",""
464711,"Manager-Applied Data Scientist","Tesco Bengaluru","Bengaluru, Karnataka, India","Full-time","113500.0","2023-07-07",""
91984,"Senior Data Analyst","Vonage","Bengaluru, Karnataka, India","Full-time","111202.0","2023-01-13",""
475835,"Manager - Data Analyst","Upstox","Mumbai, Maharashtra, India","Full-time","111175.0","2023-04-18",""
494523,"Methods and Data Analyst","NielsenIQ","Pune, Maharashtra, India","Full-time","111175.0","2023-05-31",""
943701,"Data Analyst","Avaloq","Pune, Maharashtra, India","Full-time","111175.0","2023-01-18",""
601909,"Process and Data Analyst","Bosch Group","Bengaluru, Karnataka, India","Full-time","111175.0","2023-06-27",""
1118062,"Senior Data Analyst","Bottomline Technologies","Bengaluru, Karnataka, India","Full-time","111175.0","2023-09-04",""
1781493,"Data Analyst","Freshworks","Chennai, Tamil Nadu, India","Full-time","111175.0","2023-07-28",""
1018545,"Technical Data Analyst (India)","Addepar","Pune, Maharashtra, India","Full-time","111175.0","2023-07-06",""
1025126,"Data Analyst","Truecaller","Bengaluru, Karnataka, India","Full-time","111175.0","2023-02-15",""
1000626,"Senior Data Analyst with Python SQL - Bangalore","Capco","Bengaluru, Karnataka, India","Full-time","111175.0","2023-06-14",""
139674,"Senior Data Analyst- People Analytics","Pure Storage","Bengaluru, Karnataka, India","Full-time","111175.0","2023-09-01",""
403216,"Sr. Data Analyst (Tableau Developer)","Elastic","Bengaluru, Karnataka, India","Full-time","111175.0","2023-08-10",""
1301328,"Senior Data Analyst","project44","Bengaluru, Karnataka, India","Full-time","111175.0","2023-03-03",""
1382363,"Senior Data Analyst","Publicis Groupe","Bengaluru, Karnataka, India","Full-time","111175.0","2023-03-02",""
1406059,"Senior Data Analyst","Publicis Groupe","Bengaluru, Karnataka, India","Full-time","111175.0","2023-03-10",""
646083,"Data Analyst (Contractual Role)","Razorpay","Bengaluru, Karnataka, India","Contractor","111175.0","2023-09-04",""
63958,"Senior Data Analyst (SDA)  - Analytics","PhonePe","Bengaluru, Karnataka, India","Full-time","111175.0","2023-08-07",""
696686,"Data Analyst","ChargePoint","Gurugram, Haryana, India","Full-time","111175.0","2023-04-27",""
1127808,"Data Analyst - Procurement","Snowflake Inc.","Pune, Maharashtra, India","Full-time","111175.0","2023-03-06",""
814149,"Senior Methods and Data Analyst","NielsenIQ","Pune, Maharashtra, India","Full-time","111175.0","2023-03-10",""
895116,"Data Analyst 2","Publicis Groupe","Bengaluru, Karnataka, India","Full-time","111175.0","2023-03-29",""
1498936,"Data Analyst","DoorDash","Pune, Maharashtra, India","Full-time","111175.0","2023-07-07",""
558215,"Senior Data Analyst","Innovaccer","Noida, Uttar Pradesh, India","Full-time","111175.0","2023-06-28",""
1193233,"Sr. Portfolio Data Analyst","Addepar","Pune, Maharashtra, India","Full-time","111175.0","2023-08-22",""
696697,"Data Analyst/Senior Data Analyst - Customer Support and Services...","Arcadia","Chennai, Tamil Nadu, India","Full-time","111175.0","2023-01-31",""
1643119,"Mobility Data Analyst - IN/MKR","Bosch Group","Bengaluru, Karnataka, India","Full-time","111175.0","2023-08-08",""
1578311,"Data Analyst - Food Growth","GoTo Group","Bengaluru, Karnataka, India","Full-time","111175.0","2023-07-21",""
925148,"Data Analyst - Digital Ad's","DAZN","Hyderabad, Telangana, India","Full-time","111175.0","2023-01-31",""
309885,"Senior Analyst , Product Revenue (Data Analyst / Analytics)","Zscaler","Gurugram, Haryana, India","Full-time","111175.0","2023-02-24",""
998086,"Data Analyst","Poshmark","Chennai, Tamil Nadu, India","Full-time","111175.0","2023-06-12",""
1122466,"Data Analyst","Spotify","Mumbai, Maharashtra, India","Full-time","111175.0","2023-06-20",""
1777380,"Senior Data Analyst","Publicis Groupe","Mumbai, Maharashtra, India","Full-time","111175.0","2023-05-28",""
135517,"Data Analyst","Poshmark","Chennai, Tamil Nadu, India","Full-time","111175.0","2023-03-13",""
122647,"Senior Data Analyst","Deliveroo","India","Full-time","111175.0","2023-09-05",""
679592,"Senior Data Analyst- Metal & Mining","Verisk","New Delhi, Delhi, India","Full-time","111175.0","2023-08-19",""
554452,"Data Analyst - Operations - Onboarding and Subscription Management","Arcadia","Chennai, Tamil Nadu, India","Full-time","111175.0","2023-07-20",""
1655824,"Sr. Data Analyst - Product Analytics","Addepar","Pune, Maharashtra, India","Full-time","111175.0","2023-05-17",""
1751462,"Recruitment Data Analyst","Framestore","Mumbai, Maharashtra, India","Full-time","111175.0","2023-06-07",""
802861,"Data Engineer","Sterlite Technologies Limited","Anywhere","Full-time","110000.0","2023-02-28",1
61465,"Senior Market Research Analyst","Roche","India","Full-time","106983.5","2023-12-23",""
217399,"User Enablement Learning Technology and Data Manager","insightsoftware","Chennai, Tamil Nadu, India","Full-time","105650.0","2023-08-15",""
485259,"Product Data Manager - 3D","Media.Monks","New Delhi, Delhi, India","Full-time","105650.0","2023-05-24",""
640729,"Master Data Manager","Sinch","Bengaluru, Karnataka, India","Full-time","105650.0","2023-01-18",""
1112323,"Data Analyst","Myntra","Bengaluru, Karnataka, India","Full-time","105000.0","2023-09-01",""
614701,"Data Analyst","NielsenIQ","Mumbai, Maharashtra, India","Full-time","105000.0","2023-07-15",""
525119,"Executive - Credit Controller and Project Data Analyst","Ramboll","Hyderabad, Telangana, India","Full-time","105000.0","2023-07-20",""
563703,"Data Analyst - Transport","GoTo Group","Bengaluru, Karnataka, India","Full-time","105000.0","2023-06-27",""
682096,"Data Analyst - Finance","ZeroFox","Bengaluru, Karnataka, India","Full-time","105000.0","2023-07-13",""
456608,"Machine Learning Engineer","Quizizz","Bengaluru, Karnataka, India","Full-time","104668.0","2023-01-20",""
591307,"HR Data Operations Analyst","Clarivate","India","Full-time","104550.0","2023-11-07",""
315691,"Financial Data Analyst / Financial Analyst","Conga","Ahmedabad, Gujarat, India","Full-time","104500.0","2023-01-05",""
1431,"Data Analyst","Glean","Bengaluru, Karnataka, India","Full-time","102500.0","2023-03-20",""
1526060,"IN RBIN Dy. Manager/ Asst Manager Data Analyst  MFC","Bosch Group","Nashik, Maharashtra, India","Full-time","102500.0","2023-03-28",""
550388,"Machine Learning Engineer","Fynd","Ahmedabad, Gujarat, India","Full-time","101029.0","2023-07-04",""
1585915,"Machine Learning Engineer","Eduauraa Technologies Pvt. Ltd","Andheri, Maharashtra, India","Full-time","101029.0","2023-04-20",""
1580806,"Machine Learning Engineer II","InMobi","Bengaluru, Karnataka, India","Full-time","101029.0","2023-09-01",""
1686323,"Machine Learning Engineer","NeuralSpace","Bengaluru, Karnataka, India","Full-time","101029.0","2023-08-05",""
88344,"Cosultant/Sr. Consultant, Data Analyst - DBA","Fresh Gravity","Pune, Maharashtra, India","Full-time","100500.0","2023-01-05",""
580497,"Pricing Data Analyst","Etraveli Group","Mumbai, Maharashtra, India","Full-time","100500.0","2023-07-31",""
112064,"Senior Associate CSR/ESG Data Analyst","Publicis Groupe","Bengaluru, Karnataka, India","Full-time","100500.0","2023-06-26",""
758031,"Data Analyst","Openlogix Corporation","Visakhapatnam, Andhra Pradesh, India","Full-time","100500.0","2023-06-07",""
729465,"Data Analyst - Air Content","Etraveli Group","Mumbai, Maharashtra, India","Full-time","98500.0","2023-04-13",""
315816,"Data Analyst - Upstream","Energy Aspects Ltd","Kolkata, West Bengal, India","Full-time","98500.0","2023-05-11",""
687105,"Data Engineering Analyst (R-13585)","Dun & Bradstreet","Hyderabad, Telangana, India","Full-time","98301.5","2023-01-11",""
1588905,"Go Share - Senior Data Engineer – Visa AI as Services","Visa","Bengaluru, Karnataka, India","Full-time","98283.0","2023-03-02",""
496232,"Graduate Data Engineer","YouGov","Mumbai, Maharashtra, India","Full-time","97444.0","2023-06-05",""
743029,"Associate Data Engineer | Velotio Technologies","Velotio","Pune, Maharashtra, India","Full-time","97444.0","2023-06-27",""
1109958,"Software Development Engineer in Test - I ( Data Engineering )","Junglee Games","Bengaluru, Karnataka, India","Full-time","96773.0","2023-08-07",""
66241,"REF37425Y - Associate Director - Data Engineering (Snowflake...","WNS Global Services","Chennai, Tamil Nadu, India","Full-time","96773.0","2023-04-04",""
758537,"Data Engineer","Reveal Health Tech","Bengaluru, Karnataka, India","Full-time","96773.0","2023-07-17",""
170202,"Data Engineer","Accellor","Hyderabad, Telangana, India","Full-time","96773.0","2023-03-03",""
149272,"Data Engineer (Gojoko Technologies)","Amplifi Capital","Noida, Uttar Pradesh, India","Full-time","96773.0","2023-02-28",""
101830,"Associate Data Engineer II, Nifty Gateway","Gemini","Gurugram, Haryana, India","Full-time","96773.0","2023-07-10",""
202955,"Data Engineer (Bengaluru)","Prophecy","Bengaluru, Karnataka, India","Full-time","96773.0","2023-05-29",""
1397851,"Data Engineer - Pyspark","Capco","Pune, Maharashtra, India","Full-time","96773.0","2023-07-11",""
134375,"Senior Associate Data Engineering L2 DE - Big Data AWS","Publicis Groupe","India","Full-time","96773.0","2023-04-15",""
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14",""
1230403,"India - Assistant Manager - Data Engineer (Marketing Mix Modeling...","WNS Global Services","Gurugram, Haryana, India","Full-time","96773.0","2023-04-12",""
611817,"Data Engineer","IntegriChain","Pune, Maharashtra, India","Full-time","96773.0","2023-03-21",""
511925,"Associate Data Engineer (R-14337)","Dun & Bradstreet","Hyderabad, Telangana, India","Full-time","96773.0","2023-06-23",""
13114,"Data Engineer - Kolkata","Energy Aspects Ltd","Kolkata, West Bengal, India","Full-time","96773.0","2023-06-02",""
1758079,"Consultant / Sr Consultant - QA Data Engineer","Fresh Gravity","Pune, Maharashtra, India","Full-time","96773.0","2023-06-14",""
1460510,"Data Engineer","Decision Foundry","Bengaluru, Karnataka, India","Full-time","96773.0","2023-06-06",""
705573,"Data Engineer","Pollen Tech Pte Ltd","Bengaluru, Karnataka, India","Full-time","96773.0","2023-07-21",""
335376,"Data Engineer","TIGI HR Solution Pvt. Ltd.","Indore, Madhya Pradesh, India","Full-time","96760.5","2023-01-10",""
1494157,"Principal Data Engineer","Visa","Bengaluru, Karnataka, India","Full-time","93600.0","2023-04-10",""
940056,"POD Lead / Project Manager - Big data","Capco","Bengaluru, Karnataka, India","Full-time","93600.0","2023-02-28",""
1008469,"Cloud SDM-Data Analytics and Visualization","Bosch Group","Bengaluru, Karnataka, India","Full-time","93600.0","2023-01-25",""
1064887,"Applied Analytics and Decision Science Lead APAC","Syngenta Group","Hyderabad, Telangana, India","Full-time","93600.0","2023-01-31",""
975927,"Director, Business, Technology Integration & Data Operations","Diligent Corporation","Bengaluru, Karnataka, India","Full-time","93600.0","2023-04-11",""
1561429,"Computer Vision/ML Lead","Entrupy","Bengaluru, Karnataka, India","Full-time","93600.0","2023-01-07",""
1218280,"Financial Data Analyst","Loop Health","India","Full-time","93600.0","2023-05-02",""
58293,"Director, Data Science","Visa","Bengaluru, Karnataka, India","Full-time","93600.0","2023-06-07",""
1815416,"Director - Product Data Analysis","H&M Group","Bengaluru, Karnataka, India","Full-time","93600.0","2023-03-09",""
923979,"VP Data Science","Dream Sports","Mumbai, Maharashtra, India","Full-time","93600.0","2023-05-01",""
250677,"Analyst/Associate, Data Engineering- Gen AI, Portfolio Management...","BlackRock","India","Full-time","92500.0","2023-12-12",""
1182849,"Drug Discovery Associate Data Scientist - Hyderabad","Schrödinger","Hyderabad, Telangana, India","Full-time","90670.0","2023-07-08",""
166248,"Data Specialist","Gartner","India","Full-time","90000.0","2023-12-22",""
544240,"Healthcare Research & Data Analyst","Clarivate","India","Full-time","89118.0","2023-11-08",""
649861,"Associate Data Scientist","Tesco Bengaluru","Bengaluru, Karnataka, India","Full-time","88128.0","2023-04-06",""
1194441,"Data Scientist","Aryng","Gurugram, Haryana, India","Full-time","88128.0","2023-02-23",""
185934,"Lead Associate - Ops (Data Scientist)","WNS Global Services","Gurugram, Haryana, India","Full-time","88128.0","2023-01-27",""
1351406,"Data Scientist","Innovaccer","Noida, Uttar Pradesh, India","Full-time","87705.0","2023-05-18",""
1430506,"Business Data Scientist","Kinaxis","Chennai, Tamil Nadu, India","Full-time","87705.0","2023-05-11",""
930740,"Data Scientist","TIGI HR Solution PVT. LTD.","Ahmedabad, Gujarat, India","Full-time","87307.5","2023-01-10",""
171649,"Analytics Engineer","Statistics & Data Corporation (SDC)","Hyderabad, Telangana, India","Full-time","81000.0","2023-01-04",""
941629,"Data Analytics Engineer","Greenlight","Bengaluru, Karnataka, India","Full-time","80000.0","2023-07-11",""
1229308,"Data Analytics Engineer","Bosch Group","Bengaluru, Karnataka, India","Full-time","80000.0","2023-08-25",""
633451,"Data Infrastructure Engineer","Ninja Van","Hyderabad, Telangana, India","Full-time","79200.0","2023-04-03",""
522586,"Architect : Digital Natives (Data & AI)","Databricks","Bengaluru, Karnataka, India","Full-time","79200.0","2023-04-27",""
902821,"Senior Data Quality Specialist","Wiser Solutions","Vadodara, Gujarat, India","Full-time","79200.0","2023-07-25",""
11845,"Principal Data Engineer","Verisk","Hyderabad, Telangana, India","Full-time","79200.0","2023-04-04",""
612702,"Senior Staff/ Staff Engineer(Python | Spark | Delta Lake | GraphDB...","Zscaler","Hyderabad, Telangana, India","Full-time","79200.0","2023-06-03",""
119975,"Technology Consultant - Cloud Data Fusion","Kinaxis","Chennai, Tamil Nadu, India","Full-time","79200.0","2023-01-06",""
185517,"Trading BI Developer","Sportradar","India","Full-time","79200.0","2023-06-13",""
162180,"Data Modeller","Capco","Bengaluru, Karnataka, India","Full-time","79200.0","2023-03-06",""
118192,"Engineer (Python Developer- Machine Learning)","NielsenIQ","Chennai, Tamil Nadu, India","Full-time","79200.0","2023-05-09",""
649683,"Sr Software Engineer-Bigdata","ServiceNow","Hyderabad, Telangana, India","Full-time","79200.0","2023-03-07",""
1721765,"Delivery Solutions Architect : Big Data","Databricks","India","Full-time","79200.0","2023-06-08",""
1586379,"Cybersecurity Engineer - Java , Big Data , HDFS, Spark, Kafka","Visa","Bengaluru, Karnataka, India","Full-time","79200.0","2023-04-11",""
776503,"Sr Software Engineer(Power bi, SSRS)","Altera Digital Health","Pune, Maharashtra, India","Full-time","79200.0","2023-09-04",""
949425,"Sr Staff Software Engineer - Java, Kafka/Spark, Springboot","Zscaler","Bengaluru, Karnataka, India","Full-time","79200.0","2023-03-07",""
733296,"Data Integration and Business Intelligence Analyst","Miratech","India","Full-time","79200.0","2023-07-27",""
720545,"Lead Data Analyst","Publicis Groupe","Bengaluru, Karnataka, India","Full-time","79200.0","2023-06-10",""
574429,"AI Solution Manager/Senior AI Solution Manager","C3.ai","Bengaluru, Karnataka, India","Full-time","79200.0","2023-01-12",""
534337,"Product Engineer I - Big Data","Experian","Mumbai, Maharashtra, India","Full-time","79200.0","2023-06-20",""
152699,"Ai Research Engineer","AlphaSense","India","Full-time","79200.0","2023-08-14",""
363652,"Lead - Data Analytics","Sutherland","Hyderabad, Telangana, India","Full-time","79200.0","2023-07-04",""
483959,"Business Intelligence Engineer","Amazon.com","Bengaluru, Karnataka, India","Full-time","79200.0","2023-06-21",""
1121916,"Principal Engineer – Artificial Intelligence / Machine Learning","ION Group","Noida, Uttar Pradesh, India","Full-time","79200.0","2023-09-04",""
1152715,"Data and ML Ops Engineer","Bosch Group","Bengaluru, Karnataka, India","Full-time","79200.0","2023-06-20",""
